,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,DOJ_year,DOJ_month,age,Job_Role
1169,105000.0,software trainee,delhi,m,48.5,state borad,2002,59.77,state board,17,2,MCA,cse,64.0,17,1,Delhi,2011,335,515,565,0.9421165515,575,0,0,0,0,0,0,-2.1175,-3.0874,-2.6662,0.0623,-3.4471,2011,1,39,Other
1170,105000.0,software engineer trainee,-1,m,65.0,state borad,2009,75.6,state board,6904,2,B.Tech/B.E.,it,62.0,6904,1,Tamil Nadu,2013,350,480,465,0.4508765845,395,0,0,0,0,0,0,-2.7443,-2.4516,-2.4491,-0.6147,-3.735,2013,8,32,Software Engineer
1171,120000.0,software developer,kochi/cochin,f,88.0,cbse,2009,69.0,cbse,16730,2,B.Tech/B.E.,ece,67.0,16730,0,Kerala,2013,405,460,390,0.3387863472,415,292,0,0,0,0,0,0.8463,-1.7856,-0.1437,1.5404,-0.8608,2014,10,33,Developer
1172,300000.0,software engineer,hyderabad,m,80.6,cbse,2008,63.0,cbse,462,2,B.Tech/B.E.,ece,72.58,462,1,Karnataka,2013,640,545,515,0.8246664007,405,400,0,0,0,473,0,0.4155,-0.7866,0.1637,-0.7415,0.4805,2014,1,32,Software Engineer
1173,300000.0,android developer,hyderabad,f,88.3,state borad,2006,87.0,state board,820,2,MCA,cse,70.44,820,1,Telangana,2012,370,535,500,0.6359787565,445,0,0,0,0,0,0,0.5591,-0.2871,0.01,-0.3612,0.2889,2012,9,35,Developer
1174,505000.0,programmer analyst,gurgaon,m,80.6,icse,2005,91.0,icse,137,2,B.Tech/B.E.,it,73.06,137,0,Uttar Pradesh,2010,485,505,375,0.6359787565,445,0,0,0,0,0,0,0.51,1.7488,0.2366,-1.2303,0.9763,2011,1,36,Analyst
1175,265000.0,project engineer,mumbai,m,86.0,cbse,2009,61.0,cbse,11473,2,B.Tech/B.E.,ece,75.0,11473,1,Tamil Nadu,2013,570,470,530,0.124502074,355,233,0,0,0,366,0,-0.5899,-0.6201,1.3933,-0.3612,0.6721,2013,5,33,Hardware Engineer
1176,140000.0,customer service,bangalore,f,62.0,state borad,2008,61.4,cbse,11825,2,B.Tech/B.E.,eie,66.68,11825,0,Uttar Pradesh,2013,370,455,380,0.6845650677,0,0,223,0,452,0,0,0.2718,0.7119,0.3174,-1.8824,0.6721,2014,8,33,Customer Service
1177,500000.0,quality assurance test engineer,noida,m,86.0,cbse,2009,80.2,cbse,12,2,B.Tech/B.E.,it,71.59,12,1,Delhi,2013,415,585,705,0.4508765845,395,0,0,0,0,0,0,-1.5953,0.0459,0.3174,1.4136,-0.8608,2013,8,33,Test Engineer
1178,320000.0,software engineer,hyderabad,m,67.67,cbse,2003,70.2,cbse,2041,2,MCA,cse,75.0,2041,0,Andhra Pradesh,2011,375,525,605,0.9421165515,575,0,0,0,0,0,0,-0.1082,1.1248,0.9623,-0.9953,0.1864,2011,5,37,Software Engineer
1179,325000.0,system engineer,hyderabad,m,83.4,cbse,2009,63.2,cbse,3002,2,B.Tech/B.E.,eie,74.0,3002,0,Orissa,2014,615,420,590,0.9317496873,545,388,0,0,548,0,0,0.99,-0.2871,0.4711,-1.8824,-0.6692,2014,12,31,System Engineer
1180,345000.0,application developer,bangalore,m,71.8,cbse,2009,73.0,cbse,4979,2,B.Tech/B.E.,cse,76.0,4979,0,West Bengal,2014,630,605,545,0.4867470084,525,0,376,0,0,0,0,0.7027,-0.4536,1.2396,-0.6147,1.4386,2015,2,32,Developer
1181,300000.0,software engineer,bangalore,m,84.0,icse,2009,72.0,cbse,8432,2,B.Tech/B.E.,cse,83.8,8432,1,West Bengal,2013,770,460,465,0.9954647186,685,0,0,0,0,0,0,0.1282,0.5454,1.2396,-0.6147,0.8637,2014,3,32,Software Engineer
1182,330000.0,system engineer,chennai,m,85.4,cbse,2008,68.0,cbse,8351,1,B.Tech/B.E.,eie,69.4,8351,0,Karnataka,2013,765,640,680,0.8755039073,395,324,0,0,516,0,0,1.1336,1.3779,1.0859,-0.8682,0.0973,2013,8,32,System Engineer
1183,310000.0,quality assurance test engineer,-1,m,82.1,state borad,2010,72.1,state board,13697,2,B.Tech/B.E.,ece,73.6,13697,1,West Bengal,2014,805,565,645,0.3387863472,465,292,0,0,0,0,0,-0.4463,-0.4536,-1.6807,0.3995,-1.244,2014,9,31,Test Engineer
1184,150000.0,system engineer,dharuhera,m,71.66,state borad,2006,73.8,state board,47,1,B.Tech/B.E.,cse,63.88,47,1,Delhi,2012,425,485,405,0.7357957092,475,0,0,0,0,0,0,0.9737,1.1248,0.2366,0.0623,-0.0506,2012,6,35,System Engineer
1185,85000.0,customer service manager,chennai,f,85.18,state borad,2008,90.25,state board,439,2,B.Tech/B.E.,ece,83.7,439,1,Tamil Nadu,2012,395,375,435,0.124502074,355,233,0,0,0,340,0,0.3555,0.1888,0.672,0.0623,0.5419,2012,11,33,Customer Service
1186,260000.0,quality associate,bangalore,m,65.0,cbse,2008,70.4,cbse,10266,2,B.Tech/B.E.,other,58.13,10266,1,Karnataka,2013,615,620,545,0.095753763,315,0,0,0,0,0,0,-0.8772,-0.1206,0.1637,1.2869,1.247,2013,9,33,Quality
1187,180000.0,help desk analyst,-1,m,86.4,cbse,2009,69.0,cbse,347,2,B.Tech/B.E.,eie,73.0,347,0,Uttar Pradesh,2014,530,520,750,0.4239513964,315,324,0,0,388,0,0,1.2772,0.3789,-0.7585,-1.5021,-0.2859,2015,3,32,Analyst
1188,350000.0,java software engineer,-1,m,91.0,cbse,2009,83.6,cbse,51,2,B.Tech/B.E.,cse,76.2,51,0,Uttar Pradesh,2014,615,560,695,0.7040904121,465,0,0,0,0,0,0,0.7027,-0.9531,-0.6048,-0.995,-1.244,2014,7,32,Software Engineer
1189,350000.0,general manager,jaipur,m,83.4,cbse,2010,77.0,cbse,12289,2,B.Tech/B.E.,cse,76.0,12289,1,Rajasthan,2014,415,555,440,0.3084005829,355,0,0,0,0,0,0,-1.0208,-1.1196,-1.9881,-0.2344,-2.7769,2006,1,30,Manager
1190,210000.0,technical support engineer,chennai,f,81.0,state borad,2009,70.0,state board,1202,2,B.Tech/B.E.,cse,71.0,1202,1,Tamil Nadu,2013,405,395,260,0.6226429158,405,0,407,0,0,0,0,0.4155,-0.2871,0.4711,0.5262,-0.0943,2013,10,32,Support
1191,445000.0,system engineer,mumbai,m,79.8,cbse,2008,77.0,cbse,4368,2,B.Tech/B.E.,it,81.6,4368,0,Orissa,2012,515,445,495,0.7935806145,495,0,0,0,0,0,0,0.6646,1.9048,2.1234,3.3525,1.1343,2013,3,32,System Engineer
1192,145000.0,operation executive,jaipur,m,81.8,cbse,2008,63.6,cbse,7783,2,B.Tech/B.E.,ece,63.18,7783,1,Rajasthan,2012,500,545,485,0.538386893,0,333,0,0,0,0,0,-1.1644,0.7119,-0.2974,1.4136,0.0973,2012,10,33,Other
1193,180000.0,network engineer,noida,m,48.0,state borad,2004,63.6,state board,5904,2,B.Tech/B.E.,ece,58.0,5904,0,Uttar Pradesh,2012,515,465,425,0.9107701642,0,433,0,0,0,313,0,-0.1082,-0.1232,0.3817,-0.4078,-1.0774,2012,12,38,Network Engineer
1194,185000.0,ios developer,gurgaon,m,68.0,cbse,2010,65.0,cbse,1621,2,B.Tech/B.E.,cse,75.0,1621,0,Uttar Pradesh,2014,595,425,430,0.6226429158,495,0,407,0,0,0,0,0.5591,0.2124,-0.1437,-1.8824,0.8637,2014,6,31,Developer
1195,325000.0,project engineer,visakhapatnam,m,84.4,cbse,2011,92.7,state board,2590,2,B.Tech/B.E.,cse,74.8,2590,0,Andhra Pradesh,2015,665,485,535,0.744758354,525,0,438,0,0,0,0,0.1282,0.3789,-0.4511,-1.3753,-0.6692,2015,5,29,Hardware Engineer
1196,320000.0,engineering manager,kolkata,m,79.0,cbse,2008,85.4,cbse,253,2,B.Tech/B.E.,eie,75.6,253,1,West Bengal,2012,365,495,605,0.3760595867,0,300,0,0,0,0,0,0.3555,0.3448,0.5269,0.53233,0.1864,2012,5,33,Manager
1197,95000.0,asp.net developer,bhopal,m,61.8,cbse,2009,69.6,state board,8105,2,B.Tech/B.E.,cse,63.69,8105,0,Madhya Pradesh,2013,415,460,485,0.1925871041,0,0,0,0,0,0,0,-1.0208,-0.1206,1.0859,-1.2486,-0.2859,2014,1,33,Developer
1198,310000.0,programmer analyst,pune,m,90.46,state borad,2012,81.5,state board,11651,2,B.Tech/B.E.,ece,77.0,11651,0,Maharashtra,2014,370,450,310,0.3387863472,405,292,0,0,0,260,0,-0.3027,-0.4536,0.6248,1.4136,-0.0943,2014,7,31,Analyst
1199,380000.0,associate software engineer,hyderabad,m,94.8,state borad,2010,97.4,state board,9173,2,B.Tech/B.E.,ece,75.0,9173,1,Telangana,2014,510,450,545,0.3387863472,335,292,0,0,228,0,0,1.1336,0.3789,0.9322,-2.136,-0.6692,2014,7,30,Software Engineer
1200,145000.0,senior network engineer,lucknow,m,70.5,cbse,2006,66.4,cbse,568,2,B.Tech/B.E.,ece,68.28,568,0,Uttar Pradesh,2012,465,325,525,0.8246664007,0,400,0,0,0,0,0,1.0896,1.4368,0.5269,-0.5253,0.6603,2014,3,34,Network Engineer
1201,410000.0,senior systems engineer,hyderabad,m,82.67,state borad,2008,90.1,state board,8819,2,B.Tech/B.E.,ece,76.56,8819,1,Telangana,2012,415,435,595,0.6944793277,425,366,0,0,0,233,0,1.1283,1.4368,1.1074,0.0623,0.7788,2013,4,34,System Engineer
1202,400000.0,system engineer,pune,m,87.6,cbse,2008,80.8,cbse,44,2,B.Tech/B.E.,ece,73.2,44,0,Uttar Pradesh,2012,645,575,525,0.9986802457,525,566,0,0,0,0,0,-0.1082,0.0328,0.3817,0.5323,0.1864,2013,3,32,System Engineer
1203,410000.0,it support specialist,mumbai,f,73.2,cbse,2009,73.6,cbse,1622,2,B.Tech/B.E.,eie,67.6,1622,0,Madhya Pradesh,2013,475,585,735,0.3760595867,0,300,0,0,0,0,0,0.8463,-0.4536,0.1637,-0.6147,0.4805,2013,10,33,Support
1204,305000.0,programmer analyst,chennai,f,91.8,cbse,2008,89.6,cbse,6609,2,B.Tech/B.E.,eie,84.3,6609,1,Tamil Nadu,2012,725,595,605,0.538386893,475,333,0,0,0,0,0,-1.2287,1.2808,-1.9405,1.76613,0.1864,2012,10,33,Analyst
1205,180000.0,research associate,kanpur,f,88.3,cbse,2009,65.2,cbse,429,2,B.Tech/B.E.,cse,79.84,429,0,Uttar Pradesh,2013,580,475,635,0.6000571823,435,0,0,0,0,0,0,1.8517,1.5444,0.4711,-1.8824,1.0554,2014,3,32,Other
1206,250000.0,field based employee relations manager,-1,f,68.0,state borad,2006,72.8,state board,272,2,B.Tech/B.E.,other,72.27,272,0,Punjab,2011,455,415,455,-1.0,0,0,0,0,0,0,0,-2.1175,0.6568,0.9623,0.2973,0.6603,2012,6,35,Manager
1207,325000.0,system engineer,hyderabad,m,90.0,state borad,2009,89.4,state board,9767,2,B.Tech/B.E.,eie,77.85,9767,1,Telangana,2013,300,425,705,0.8755039073,355,266,0,0,516,0,0,0.1282,0.8784,-0.4511,0.2727,1.247,2014,2,32,System Engineer
1208,400000.0,system engineer,-1,f,84.8,cbse,2008,78.0,cbse,9019,2,B.Tech/B.E.,cse,78.0,9019,0,Haryana,2012,585,595,675,0.8841225116,535,0,0,0,0,0,0,-1.0355,0.5008,-0.3803,1.8249,-0.2875,2012,9,32,System Engineer
1209,440000.0,software engineer,-1,m,92.66,cbse,2008,95.8,cbse,1141,2,B.Tech/B.E.,ece,75.6,1141,0,Andhra Pradesh,2012,445,515,615,0.6944793277,0,366,0,0,0,446,0,-0.3014,-1.8393,-0.4891,1.14923,-2.1833,2012,11,33,Software Engineer
1210,215000.0,network engineer,noida,f,82.0,cbse,2009,78.0,cbse,350,2,B.Tech/B.E.,ece,62.0,350,0,Uttar Pradesh,2013,580,435,455,0.05879280001,0,200,0,0,0,0,0,-0.1082,-0.2012,-0.0537,-0.8778,0.1864,2014,1,32,Network Engineer
1211,420000.0,senior network engineer,gurgaon,m,80.0,cbse,2009,70.0,cbse,9737,2,B.Tech/B.E.,ece,71.0,9737,0,Uttar Pradesh,2013,520,510,385,0.124502074,0,233,0,0,0,0,0,-3.4624,-5.7816,-4.6009,-0.3612,-6.9925,2013,8,32,Network Engineer
1212,120000.0,associate software developer,bangalore,f,79.52,state borad,2012,57.5,state board,15922,2,B.Tech/B.E.,cse,64.25,15922,1,Karnataka,2014,490,455,465,0.8422483223,495,0,469,0,0,0,0,-0.159,-0.2871,0.3174,-2.2627,1.247,2014,12,30,Developer
1213,375000.0,programmer analyst,chennai,m,88.0,state borad,2006,83.0,state board,4289,2,B.Tech/B.E.,eie,77.91,4289,1,Tamil Nadu,2010,275,435,445,0.124502074,0,233,0,0,0,0,0,-1.0355,-0.2793,-1.5051,0.0623,-1.8673,2013,3,35,Analyst
1214,335000.0,java developer,mumbai,m,93.6,state borad,2009,84.8,state board,108,2,B.Tech/B.E.,cse,75.3,108,0,Madhya Pradesh,2014,745,505,630,0.9967444869,645,0,623,0,0,0,0,0.8463,0.3789,-0.2974,-0.4879,-0.0943,2014,6,32,Developer
1215,200000.0,.net developer,ahmedabad,m,89.29,state borad,2008,69.6,state board,5493,2,M.Tech./M.E.,cse,73.0,5493,1,Gujarat,2014,560,690,605,0.744758354,465,0,438,0,0,0,0,0.1282,0.7119,0.1637,-0.8682,1.0554,2012,5,32,Developer
1216,310000.0,electrical engineer,meerut,m,89.0,cbse,2010,89.6,cbse,51,2,B.Tech/B.E.,eie,73.33,51,0,Uttar Pradesh,2014,605,570,635,0.8376207257,0,0,0,0,500,0,0,0.2718,-1.4526,-2.1418,0.3995,-0.6692,2014,6,32,Hardware Engineer
1217,600000.0,assistant manager,kolkata,m,73.0,state borad,2009,71.0,state board,9699,2,B.Tech/B.E.,it,61.0,9699,1,Rajasthan,2013,180,365,310,0.07454626524,255,433,0,313,0,0,322,-2.0262,-1.9521,-2.6028,0.0192,-2.5853,2014,10,31,Manager
1218,150000.0,business analyst,jaipur,m,73.0,cbse,2009,72.0,cbse,996,2,B.Tech/B.E.,ece,65.0,996,1,Rajasthan,2013,500,520,430,0.4935963873,375,324,0,0,0,0,0,0.5591,1.2114,0.3174,-2.2627,-0.2859,2014,6,32,Analyst
1219,355000.0,project engineer,-1,m,75.3,state borad,2008,73.6,state board,9481,2,B.Tech/B.E.,it,65.6,9481,0,Tamil Nadu,2012,615,535,495,0.7040904121,465,0,0,0,0,0,0,0.7419,0.9688,-0.0537,-0.2609,0.1864,2013,3,34,Hardware Engineer
1220,375000.0,software engineer,chennai,m,61.75,state borad,2007,61.0,state board,10930,2,B.Tech/B.E.,cse,77.8,10930,1,West Bengal,2012,415,535,615,0.8841225116,535,0,0,0,0,0,0,0.6646,0.8128,0.0914,-1.34787,-0.7615,2012,12,35,Software Engineer
1221,110000.0,android developer,noida,f,78.67,state borad,2010,76.0,state board,137,2,B.Tech/B.E.,it,72.14,137,0,Uttar Pradesh,2014,395,470,430,0.9988761081,415,0,653,0,0,0,0,-0.0154,0.5454,0.9322,0.2727,-0.2859,2015,1,31,Developer
1222,335000.0,programmer analyst,bangalore,m,90.0,cbse,2009,70.8,cbse,5256,2,B.Tech/B.E.,other,88.9,5256,0,Orissa,2013,720,475,650,0.4461982497,485,0,0,0,0,0,0,1.8517,1.0449,-0.6048,0.2727,0.0973,2013,12,31,Analyst
1223,170000.0,network engineer,pune,m,85.6,state borad,2007,75.6,state board,5818,2,B.Tech/B.E.,ece,70.0,5818,0,Orissa,2012,525,505,645,0.538386893,0,333,0,0,0,260,0,0.0464,0.5008,1.0348,-0.8778,-0.1295,2013,11,34,Network Engineer
1224,275000.0,software engineer,hyderabad,f,82.4,state borad,2010,86.0,state board,3505,2,B.Tech/B.E.,cse,69.8,3505,0,Andhra Pradesh,2014,420,545,500,0.6226429158,485,0,407,0,0,0,0,1.4208,0.8784,-0.6048,-1.3753,-0.2859,2014,8,30,Software Engineer
1225,205000.0,technical support engineer,hyderabad,f,81.0,state borad,2008,56.4,state board,11849,2,B.Tech/B.E.,cse,65.7,11849,0,Telangana,2012,495,435,375,0.7040904121,465,0,0,0,0,0,0,-0.2628,0.1888,-0.4891,0.0623,0.6603,2013,7,35,Support
1226,300000.0,sales associate,noida,f,71.6,state borad,2008,69.4,state board,13210,2,B.Tech/B.E.,it,73.64,13210,0,Uttar Pradesh,2013,475,565,575,0.3775514194,375,0,0,0,0,0,0,-0.1855,0.1888,-0.344,0.1798,-0.7615,2013,9,31,Other
1227,315000.0,php developer,hyderabad,f,87.0,state borad,2010,89.0,state board,12949,1,B.Tech/B.E.,eie,80.0,12949,1,Telangana,2014,640,525,545,-1.0,0,0,0,0,0,0,0,1.1336,1.0449,0.4711,-1.6289,0.8637,2014,12,30,Developer
1228,200000.0,network engineer,hyderabad,m,79.0,cbse,2008,78.3,cbse,11656,2,B.Tech/B.E.,ece,68.0,11656,0,Andhra Pradesh,2012,465,495,435,0.124502074,0,233,0,0,0,366,0,1.4374,0.3838,-1.0334,-1.2303,0.3444,2012,12,32,Network Engineer
1229,280000.0,quality assurance engineer,pune,m,65.0,cbse,2007,67.0,cbse,1330,2,B.Tech/B.E.,it,54.0,1330,1,Maharashtra,2011,425,445,355,0.6359787565,445,0,0,0,0,0,0,-0.1082,1.1248,1.2525,1.8249,1.4502,2012,9,35,Quality Engineer
1230,150000.0,software developer,mumbai,m,65.0,cbse,2009,64.0,cbse,11759,2,B.Tech/B.E.,it,79.0,11759,0,Uttarakhand,2013,465,545,385,0.4508765845,395,0,0,0,0,0,0,-1.0355,-0.9033,-1.0334,1.5899,-0.7615,2014,1,33,Developer
1231,335000.0,programmer analyst,chennai,m,73.8,cbse,2008,60.8,cbse,5056,2,B.Tech/B.E.,cse,85.3,5056,0,Chhattisgarh,2013,630,580,665,0.744758354,615,0,438,0,0,0,0,0.2718,0.7119,0.3174,-0.8682,0.0973,2014,1,33,Analyst
1232,200000.0,software developer,-1,m,78.0,state borad,2009,73.0,state board,272,2,B.Tech/B.E.,cse,75.6,272,0,Punjab,2014,510,560,605,0.9303706072,565,0,0,0,0,0,0,-0.0154,0.7119,1.0859,-0.3612,1.0554,2014,7,31,Developer
1233,460000.0,operations analyst,gurgaon,m,86.6,cbse,2006,66.6,cbse,8711,2,B.Tech/B.E.,it,68.54,8711,0,Uttar Pradesh,2011,605,645,590,0.6707431514,455,0,0,0,0,0,0,-0.159,-1.1196,-1.0659,-0.3612,-0.0943,2013,6,34,Analyst
1234,350000.0,software engineer,mumbai,f,79.8,cbse,2008,62.0,cbse,356,2,B.Tech/B.E.,cse,63.9,356,1,Karnataka,2012,625,505,445,0.3775514194,375,0,0,0,0,0,0,0.8192,0.9688,-1.2511,-0.2902,0.5024,2012,7,33,Software Engineer
1235,115000.0,phone banking officer,hyderabad,f,50.6,cbse,2008,82.8,state board,9164,2,B.Tech/B.E.,cse,69.16,9164,1,Telangana,2012,385,355,345,0.3423148999,365,0,0,0,0,0,0,-0.4173,0.1888,-0.1988,0.88483,-0.1295,2012,11,34,Other
1236,430000.0,java software engineer,bangalore,m,83.0,state borad,2008,96.2,state board,3174,2,B.Tech/B.E.,ece,74.26,3174,0,Andhra Pradesh,2012,505,415,535,0.8246664007,0,400,0,0,0,313,0,0.8192,0.9688,0.0552,-0.5253,0.8183,2013,3,32,Software Engineer
1237,4000000.0,senior software engineer,delhi,m,90.83,state borad,2005,88.77,state board,2857,1,B.Tech/B.E.,cse,72.6,2857,1,Rajasthan,2010,675,685,585,0.9900087567,655,0,0,0,0,0,0,-0.7264,0.0328,-1.6502,-0.8778,-0.1295,2010,7,36,Software Engineer
1238,290000.0,system engineer,kolkata,m,76.8,state borad,2009,83.6,state board,2066,2,B.Tech/B.E.,it,84.8,2066,1,West Bengal,2013,665,570,690,0.8422483223,395,0,469,0,0,0,0,-1.0208,-0.7866,-1.2196,0.2727,-0.8608,2014,4,33,System Engineer
1239,2020000.0,operations analyst,bangalore,m,72.0,state borad,2005,70.0,state board,1622,2,MCA,cse,78.0,1622,0,Madhya Pradesh,2013,430,400,235,0.216785486,325,0,0,0,0,0,0,-0.5899,-0.9531,-0.7585,-0.7415,-1.8189,2014,6,33,Analyst
1240,410000.0,support engineer,hyderabad,f,90.0,state borad,2009,96.0,state board,11788,2,B.Tech/B.E.,it,74.39,11788,0,Andhra Pradesh,2013,555,495,590,0.6707431514,455,0,0,0,0,0,0,-0.4463,0.0459,-0.4511,0.0192,-0.4776,2013,7,31,Support
1241,325000.0,software test engineer,bangalore,m,87.0,state borad,2007,78.0,state board,3716,2,B.Tech/B.E.,ece,68.0,3716,1,Karnataka,2011,435,385,365,0.3760595867,335,300,0,0,0,0,0,-0.7264,0.3448,1.1074,-1.1128,0.1864,2011,10,34,Software Engineer
1242,395000.0,project engineer,chennai,f,93.0,cbse,2008,97.0,cbse,11511,2,B.Tech/B.E.,ece,80.5,11511,0,Andhra Pradesh,2012,585,655,735,0.538386893,455,333,0,0,0,0,0,-0.881,1.1248,-2.9565,-0.78967,-1.2354,2012,6,32,Hardware Engineer
1243,125000.0,technical support engineer,-1,f,84.0,state borad,2010,71.0,state board,2813,2,B.Tech/B.E.,it,64.0,2813,0,Madhya Pradesh,2014,475,470,415,-1.0,0,0,0,0,0,0,0,0.2718,-0.2871,0.6248,2.301,-0.6692,2014,8,31,Support
1244,200000.0,application engineer,chandigarh,m,81.0,cbse,2010,74.0,cbse,272,2,B.Tech/B.E.,ece,76.0,272,0,Punjab,2014,510,605,680,0.3387863472,485,292,0,0,0,0,0,0.99,-0.4536,0.6248,-1.7556,0.6721,2014,1,30,Hardware Engineer
1245,160000.0,research analyst,noida,f,75.6,cbse,2010,83.2,cbse,55,2,B.Tech/B.E.,cse,71.1,55,0,Uttar Pradesh,2014,475,460,530,0.744758354,405,0,438,0,0,0,0,1.2772,1.5444,1.8543,1.0333,1.247,2014,7,30,Analyst
1246,430000.0,software engineer,noida,f,82.0,cbse,2007,73.0,cbse,6874,2,B.Tech/B.E.,eie,63.0,6874,0,Uttarakhand,2011,485,355,555,-1.0,0,0,0,0,0,0,0,0.0464,-0.2793,-0.344,-0.1727,-0.4455,2012,3,34,Software Engineer
1247,450000.0,senior software developer,chandigarh,f,87.4,cbse,2005,83.0,cbse,4441,1,B.Tech/B.E.,other,71.0,4441,0,Madhya Pradesh,2011,645,485,544,-1.0,355,0,0,0,0,0,0,0.51,0.5008,0.672,0.0623,0.6603,2011,7,36,Developer
1248,390000.0,systems engineer,-1,m,90.8,cbse,2009,82.2,cbse,9019,2,B.Tech/B.E.,me,75.0,9019,0,Haryana,2013,580,545,530,0.7553751209,0,0,0,446,0,0,0,0.1282,0.5454,1.547,-0.7415,0.4805,2013,8,32,System Engineer
1249,145000.0,quality analyst,gurgaon,m,55.0,state borad,2008,74.0,state board,1759,2,MCA,cse,81.0,1759,0,Punjab,2014,385,395,295,0.3565364877,395,0,346,0,0,0,0,1.2772,1.2114,0.9322,-0.6147,1.247,2014,8,33,Analyst
1250,320000.0,software test engineer,mumbai,m,90.8,icse,2009,84.8,icse,3151,2,B.Tech/B.E.,ece,67.87,3151,0,Maharashtra,2013,545,565,525,-1.0,525,0,0,0,0,0,0,0.99,1.0449,0.3174,-0.6147,0.4805,2014,1,32,Software Engineer
1251,200000.0,data analyst,gurgaon,m,71.0,cbse,2008,58.0,cbse,3741,2,B.Tech/B.E.,eie,58.0,3741,0,Uttarakhand,2012,505,545,485,0.3760595867,0,300,0,0,0,0,0,0.2009,1.4368,0.5269,-0.7603,0.8973,2014,12,33,Analyst
1252,275000.0,software test engineer,noida,f,62.0,state borad,2007,70.0,state board,11637,2,B.Tech/B.E.,it,74.0,11637,0,Madhya Pradesh,2012,335,425,455,0.9014895714,545,0,0,0,0,0,0,0.5591,-0.2871,0.1637,0.5262,-0.0943,2014,8,34,Software Engineer
1253,650000.0,database administrator,hyderabad,m,79.8,state borad,2007,90.7,state board,5003,2,B.Tech/B.E.,it,68.47,5003,0,Andhra Pradesh,2011,435,335,405,0.143256541,295,300,0,366,0,0,340,0.3555,-0.1232,0.0914,0.7673,-0.7615,2011,12,33,Administrator
1254,180000.0,associate test engineer,bangalore,m,80.4,state borad,2006,75.6,state board,2070,2,M.Tech./M.E.,cse,71.0,2070,1,Karnataka,2013,465,455,620,0.04099931036,0,0,223,0,0,0,0,1.4208,0.3789,0.1637,-0.4879,1.4386,2014,5,35,Test Engineer
1255,215000.0,entry level management trainee,mysore,m,80.13,state borad,2008,69.17,state board,5696,2,B.Tech/B.E.,cse,60.34,5696,0,Maharashtra,2012,590,440,385,0.9967444869,475,0,623,0,0,0,0,-0.5899,-0.6201,0.4711,-0.3612,-0.2859,2014,6,32,Management
1256,415000.0,systems engineer,mysore,m,81.67,state borad,2008,69.0,state board,3427,2,B.Tech/B.E.,ece,89.2,3427,0,Orissa,2012,455,655,595,0.538386893,0,333,0,0,0,0,0,-0.4173,0.6568,0.5269,0.8848,-0.1295,2013,8,33,System Engineer
1257,450000.0,senior systems engineer,pune,m,83.2,state borad,2007,80.33,state board,127,2,B.Tech/B.E.,it,63.0,127,0,Maharashtra,2011,615,595,565,0.6707431514,455,0,0,0,0,0,0,-1.4992,0.0328,-0.1988,0.1798,0.0284,2012,2,34,System Engineer
1258,400000.0,software developer,chandigarh,m,94.0,cbse,2010,84.4,cbse,11127,1,B.Tech/B.E.,it,77.5,11127,0,Punjab,2014,640,610,590,0.9988761081,615,0,653,0,0,0,0,0.2718,0.5454,-0.4511,-1.3753,0.0973,2014,1,31,Developer
1259,305000.0,programmer analyst trainee,bangalore,m,83.0,state borad,2008,73.0,state board,11613,2,B.Tech/B.E.,cse,61.85,11613,0,Maharashtra,2012,545,580,500,0.9113952784,435,0,500,0,0,0,0,0.1282,0.7119,0.7785,-0.7415,-0.0943,2014,3,33,Analyst
1260,110000.0,php developer,dehradun,m,70.0,icse,2008,61.0,icse,8776,2,B.Tech/B.E.,it,67.6,8776,0,Punjab,2012,605,580,655,0.3565364877,0,0,346,0,0,0,0,1.5644,0.8784,1.2396,-2.643,0.0973,2013,7,32,Developer
1261,300000.0,electrical engineer,ganjam,m,79.6,cbse,2009,79.04,cbse,2253,2,B.Tech/B.E.,eie,84.4,2253,0,Orissa,2012,405,565,555,-1.0,0,0,0,0,0,0,0,0.6646,1.3198,-1.7954,-0.4078,-0.4455,2012,7,32,Hardware Engineer
1262,420000.0,software developer,noida,m,65.0,cbse,2008,62.0,cbse,8195,1,B.Tech/B.E.,cse,68.0,8195,1,Delhi,2013,335,470,415,0.6000571823,435,0,0,0,0,0,0,-1.4517,-0.1206,0.4711,2.0475,0.4805,2014,9,33,Developer
1263,450000.0,software developer,gurgaon,m,79.4,cbse,2009,60.2,cbse,272,2,B.Tech/B.E.,cse,72.0,272,0,Punjab,2014,510,570,735,0.8422483223,475,0,469,0,0,0,0,0.8463,0.3789,-1.8344,-0.7415,0.0973,2014,6,32,Developer
1264,500000.0,assistant manager,pantnagar,m,87.6,cbse,2006,81.4,cbse,285,1,B.Tech/B.E.,me,97.3,285,0,Punjab,2011,675,635,675,0.6541074745,0,0,0,420,0,0,0,-1.6538,-0.5913,0.2366,-0.1727,0.5024,2011,8,35,Manager
